country,country_name,oecd_member,eu_member,election_date,party,party_name,party_abbrev,party_fam,percent_vote,absol_seats,total_seats,percent_uncoded,bonds_positive,bonds_negative,anti_imperialism,milit_positive,milit_negative,peace,intl_positive,ec_eu_positive,intl_negative,ec_eu_negative,freedom_hr,democracy,constit_positive,constit_negative,decentralize,centralize,gvmt_efficiency,corruption,polit_authority,free_market,incentives,regulation,econ_planning,state_collab,protect_positive,protect_negative,econ_goals,demand_side,econ_growth,infrastruct_tech,controlled_econ,nationalization,econ_orthodoxy,marxism,anti_growth,environ,culture,equality,welfare_state,welfare_less,education,education_less,nation_positive,nation_negative,moralism,moralism_negative,law_and_order,civic_mind,multiculture,multiculture_negative,labor_positive,labor_negative,agriculture,white_collar,marginalized_general,demographic_groups,axis_position,plan_eco,mark_eco,welfare,int_peace
33,Spain,Member,Member,1986-06-22,33220,United Left,IU,Leftist,3.827,7,350,2.506,0.334,0,0.418,1.587,4.177,0.752,1.587,1.17,0,0.251,5.18,6.433,1.337,0,4.511,0.334,4.762,0.167,0.084,0,0.084,1.838,1.086,0.919,0,0,2.59,0,0,5.43,0.668,0.919,0.167,0.334,1.003,7.519,3.342,2.59,6.182,0,4.929,0,0.167,0,0,1.42,1.671,0.418,0.501,0,7.018,0,2.59,0.501,3.258,7.268,-25.313,3.592,0.167,8.772,4.929
33,Spain,Member,Member,1986-06-22,33320,Spanish Socialist Workers’ Party,PSOE,Social Democratic,44.344,184,350,1.75,1.013,0,0.046,2.256,0.506,1.013,3.361,5.064,0,0,1.197,2.44,0.506,0,1.842,0.599,7.09,0,0.368,0.138,1.98,0.322,1.888,0.8290000000000001,0,0.138,2.624,0,6.262,12.799,0.322,0.276,1.427,0.138,1.243,2.21,2.624,4.604,9.715,0.046,1.335,0,0.368,0,0.092,1.059,4.052,1.013,0.23,0,4.006,0,4.19,0.414,1.335,3.269,-11.648,2.532,1.565,14.319,1.519
33,Spain,Member,Member,1986-06-22,33438,Popular Democratic Party,PDP,Liberal,5.23,21,350,0.066,0.79,0,0,3.489,0.066,0,1.514,2.041,0,0,2.041,0.724,0.132,0,1.712,0.066,8.953,0.066,0.395,3.752,2.238,0.461,0.592,0,0,0,1.119,0,4.806,17.182,0,0,2.304,0,0,2.567,3.752,0.922,10.994,0.79,3.884,0,0,0,0.329,0,5.398,0.132,0.263,0,1.185,0,7.505,3.16,2.502,2.107,1.58,1.053,6.057,11.916,0.066
33,Spain,Member,Member,1986-06-22,33439,Liberal Party,PL,Liberal,2.74,11,350,0.066,0.79,0,0,3.489,0.066,0,1.514,2.041,0,0,2.041,0.724,0.132,0,1.712,0.066,8.953,0.066,0.395,3.752,2.238,0.461,0.592,0,0,0,1.119,0,4.806,17.182,0,0,2.304,0,0,2.567,3.752,0.922,10.994,0.79,3.884,0,0,0,0.329,0,5.398,0.132,0.263,0,1.185,0,7.505,3.16,2.502,2.107,1.58,1.053,6.057,11.916,0.066
33,Spain,Member,Member,1986-06-22,33512,Centre Democrats,CDS,Religious Democratic,9.16,19,350,2.259,0.951,0,0,4.875,0.357,0.654,2.378,2.2,0,0,1.724,2.556,0.178,0,1.546,0,9.572,0,0.773,0.773,2.259,4.697,2.021,0,0.357,0,4.935,0,5.172,5.054,0.059,0,1.249,0,0.595,3.092,4.637,3.032,10.999,0.357,3.686,0,0,0,0,0,3.864,0.416,0.357,0,1.784,0,3.389,3.092,1.13,2.973,-13.08,6.778,2.021,14.031,1.011
33,Spain,Member,Member,1986-06-22,33610,Popular Alliance,AP,Conservative,18.17,73,350,4.566,1.75,0,0.19,2.74,0.076,0.266,2.397,2.74,0,0,3.843,3.044,3.387,0,2.321,0.609,4.528,0.114,1.332,7.877,3.463,0.457,1.56,0,0,0.152,2.702,0,4.909,4.566,0,0,1.979,0,0.761,1.636,3.843,2.093,6.431,0.457,3.158,0,1.18,0,2.207,0,3.006,0.495,0.342,0,1.37,0.19,5.556,0.837,1.18,3.691,13.166,2.017,9.855,8.524000000000001,0.342
33,Spain,Member,Member,1986-06-22,33611,Convergence and Union,CiU,Ethnic and Regional,5.052,18,350,0.084,0.251,0,0.084,1.337,0,0.167,1.253,5.18,0,0,1.253,0.334,0.835,0.084,8.688,0.084,10.526,0,0,4.177,8.772,1.921,1.253,0,0,0,2.506,0,6.349,10.359,0.167,0,3.342,0,0.501,0.418,1.42,1.086,5.681,0.418,5.347,0,0,0,0.251,0,7.352,0,0.418,0,0.418,0,5.013,1.42,0.418,0.835,11.111,3.342,7.519,6.767,0.167
33,Spain,Member,Member,1986-06-22,33901,Basque Left,EE,Ethnic and Regional,0.533,2,350,6.527,0.522,0,2.872,0.261,2.611,0.522,1.305,4.7,0.261,0,4.178,3.916,0.522,0,18.799,0,2.35,0,0.261,0,0.783,1.044,0,0.783,0,0.261,5.744,0,2.611,2.611,0,0,0.783,0.261,0.261,4.961,0,2.872,5.222,0,6.527,0,0,3.394,0,0.783,0,0.261,1.567,0,6.789,0,0,0.261,0.522,2.089,-23.499,1.044,0.783,8.094,3.133
33,Spain,Member,Member,1986-06-22,33902,Basque Nationalist Party,PNV/EAJ,Ethnic and Regional,1.542,6,350,3.13,0,0,0,0.609,0.957,0,1.565,7.739,0,0.609,3.478,1.652,0,0,13.13,0,3.13,0,0.522,0.6960000000000001,3.043,0.174,1.565,0.435,0,0,2.174,0,3.391,11.043,0.261,0,4.696,0,0.261,3.13,1.826,1.391,6.435,0,1.826,0,0,5.304,0,0,5.043,0.087,1.13,0,0.261,0,0,0.174,3.217,5.913,3.478,2,5.391,7.826000000000001,0.957
33,Spain,Member,Member,1986-06-22,33904,Aragonese Regionalist Party,PAR,Ethnic and Regional,0.36,1,350,2.595,0.26,0,0.173,0.173,0.346,0.087,0.433,1.125,0.087,0.346,3.893,8.304,2.768,0,5.796,0,5.796,0.173,0.173,0.952,1.557,2.768,8.391,0.346,0.173,0.087,2.768,0,5.796,10.121,0.346,0.26,0.779,0,1.817,1.817,3.287,1.557,6.488,0,3.72,0,0.865,0,2.422,0,2.422,1.038,0.087,0,0.519,0,2.855,1.038,0.779,2.422,-14.879,11.505,1.73,8.045,0.433
33,Spain,Member,Member,1986-06-22,33905,Catalan Republican Left,ERC,Ethnic and Regional,0.617,0,350,3.07,0,0,0.877,3.07,4.825,0.439,2.193,0.439,0,0,8.333,1.754,0.439,1.316,15.351,0,6.140000000000001,0,0,1.316,1.754,2.193,1.754,0,0,0,5.263,0,1.316,3.947,0.439,1.316,4.386,0,0,0.439,0,2.193,5.263,0,9.211,0,0,3.947,0,0.877,0,0,3.509,0,0.877,0,1.754,0,0,0,-11.842,4.386,5.702,7.456,5.263
33,Spain,Member,Member,1989-10-29,33220,United Left,IU,Leftist,9.133,17,350,3.986,1.155,0,0.982,0.462,2.311,0.462,4.275,3.12,0,0.058,1.849,3.928,0.52,0,3.582,0.173,4.853,0,0,0,0,2.946,2.253,0.173,0,0,1.502,0,1.329,6.181,0.867,1.675,0,0.058,1.618,5.373,2.657,4.159,12.363,0,6.297,0,0.058,0,0,0.809,1.04,0,0.347,0.058,5.604,0,3.177,0.867,4.333,2.542,-40.035,6.066,0,16.522,2.773
33,Spain,Member,Member,1989-10-29,33320,Spanish Socialist Workers’ Party,PSOE,Social Democratic,39.877,175,350,1.69,1.758,0,0,0.879,0.609,0.879,3.043,4.936,0,0,1.014,1.217,0.406,0,2.907,0.27,3.11,0,0.135,0.068,0.744,0.338,0.068,0.473,0,0,2.772,0,4.53,10.751,0.811,0,0.473,0,1.42,4.057,4.598,3.313,17.512,0.068,3.313,0,0.676,0,0,0.338,4.53,0.811,0.203,0,4.327,0,4.192,0.541,1.487,4.733000000000001,-22.312,1.217,0.541,20.825,1.487
33,Spain,Member,Member,1989-10-29,33512,Centre Democrats,CDS,Religious Democratic,7.949,14,350,1.293,4.065,0,0.111,3.215,0.628,0.443,1.848,5.469,0,0.037,1.848,2.587,1.035,0,2.624,0.148,10.31,0.185,1.478,1.737,1.737,1.035,3.954,0.074,0.222,0.037,1.072,0,4.213,7.761,0,0,1.737,0,0.776,4.25,1.293,1.922,10.2,0.111,3.437,0,0.037,0,0.259,0,6.615,0.85,0.037,0,0.7020000000000001,0,2.772,1.774,0.85,3.215,-4.472,4.989,3.474,12.121,1.072
33,Spain,Member,Member,1989-10-29,33610,People's Party,PP,Conservative,25.974,107,350,0.139,0.464,0,0,3.894,0.093,0.046,1.02,2.874,0,0.046,0.881,1.066,0.556,0,1.994,0.046,9.226,0.371,1.298,3.941,0.325,2.133,1.252,0,0,0,1.854,0,2.828,15.531,0.046,0,1.113,0,0,3.848,4.682,0.603,14.001,0.417,3.523,0,0,0,0.046,0,8.762,0.139,0.093,0,1.298,0,3.755,2.689,1.484,1.623,-3.106,3.431,5.053,14.604,0.139
33,Spain,Member,Member,1989-10-29,33611,Convergence and Union,CiU,Ethnic and Regional,5.072,18,350,0.8220000000000001,0.242,0,0.048,0.242,0.725,0.193,0.677,4.062,0,0,1.209,0.774,1.596,0,10.977,0,7.689,0.097,0.048,3.433,4.11,1.161,0.484,0.048,0.048,0,2.031,0,6.48,9.333,0.048,0,3.627,0,0.435,2.418,2.273,1.112,10.88,0.677,6.19,0,0,0,0.87,0,3.917,0,1.354,0,1.692,0,3.82,1.306,1.015,1.838,-3.191,1.692,7.06,11.992,0.919
33,Spain,Member,Member,1989-10-29,33901,Basque Left,EE,Ethnic and Regional,0.52,2,350,6.527,0.522,0,2.872,0.261,2.611,0.522,1.305,4.7,0.261,0,4.178,3.916,0.522,0,18.799,0,2.35,0,0.261,0,0.783,1.044,0,0.783,0,0.261,5.744,0,2.611,2.611,0,0,0.783,0.261,0.261,4.961,0,2.872,5.222,0,6.527,0,0,3.394,0,0.783,0,0.261,1.567,0,6.789,0,0,0.261,0.522,2.089,-23.499,1.044,0.783,8.094,3.133
33,Spain,Member,Member,1989-10-29,33902,Basque Nationalist Party,PNV/EAJ,Ethnic and Regional,1.251,5,350,4.606,0.8320000000000001,0,0,0.943,1.998,0.277,5.771,10.266,0,0.111,1.72,2.275,0,0.111,13.374,0,1.443,0,0.499,0.61,2.997,0.277,0.8320000000000001,0.999,0,0.055,2.109,0,2.886,6.104,0.333,0,2.941,0,0.333,2.83,2.109,1.554,8.657,0,2.497,0,0,7.159,0,0,1.498,0.499,2.997,0,0.8320000000000001,0,1.998,0.444,0.166,2.053,-11.987,1.443,3.552,10.211,2.275
33,Spain,Member,Member,1989-10-29,33903,Basque Solidarity,EA,Ethnic and Regional,0.673,2,350,1.736,0,0,0,0.8170000000000001,5.414,1.941,8.784,5.924,0,2.962,2.86,5.312,0,0,9.295,0,3.473,0.409,0,0.715,2.043,1.124,0.511,2.247,0,0,2.043,0,3.575,2.656,0.102,0,3.371,0,0.204,8.172,0.204,4.29,5.618,0,0.102,0,0,6.333,0,0,1.43,0,0.511,0,1.532,0,0,0,0.204,4.086,-19.203,1.736,4.086,9.908,7.354
33,Spain,Member,Member,1989-10-29,33904,Aragonese Regionalist Party,PAR,Ethnic and Regional,0.352,1,350,2.595,0.26,0,0.173,0.173,0.346,0.087,0.433,1.125,0.087,0.346,3.893,8.304,2.768,0,5.796,0,5.796,0.173,0.173,0.952,1.557,2.768,8.391,0.346,0.173,0.087,2.768,0,5.796,10.121,0.346,0.26,0.779,0,1.817,1.817,3.287,1.557,6.488,0,3.72,0,0.865,0,2.422,0,2.422,1.038,0.087,0,0.519,0,2.855,1.038,0.779,2.422,-14.879,11.505,1.73,8.045,0.433
33,Spain,Member,Member,1989-10-29,33905,Catalan Republican Left,ERC,Ethnic and Regional,0.416,0,350,6.557,0.096,0,1.157,0,3.182,0.675,4.243,6.75,0,0.289,5.014,9.547,0.675,1.832,19.865,0,3.086,0,0.386,0.482,0.386,1.157,1.061,0.386,0.096,0.193,2.893,0,0.579,0.771,0.771,0.096,2.7,0,0.675,2.7,0.193,2.314,6.461,0,0.771,0,0,3.664,0,0.482,0.096,0,3.568,0,0.964,0,1.35,0.096,0.675,1.061,-20.251,2.989,3.182,8.775,3.857
33,Spain,Member,Member,1989-10-29,33906,Andalusian Party,PA,Ethnic and Regional,1.05,2,350,0,1.099,0,0,0.879,0.659,0.659,2.637,5.275,0,1.099,2.637,5.275,0,0.44,8.132,0,12.088,0.659,0,0.879,2.198,4.176,2.857,1.538,0.879,0,1.978,0,6.593,4.615,0,0.659,0,0,0.44,3.516,0.879,1.758,9.011,0,3.956,0,0,0,0,0.659,2.857,0,1.099,0,1.099,0,1.978,2.198,0.879,1.758,-22.418,7.033,0.879,10.769,1.319
33,Spain,Member,Member,1993-06-06,33220,United Left,IU,Leftist,9.63,18,350,1.912,0.21,0,0.602,0.314,1.467,0.105,1.414,1.126,0.026,0.471,3.195,9.01,0.445,0.026,3.143,0.34,11.446,0.288,0.052,0,0.419,2.279,2.331,0.629,0.105,0.21,1.441,0,1.441,6.81,2.069,2.619,0.105,0.157,4.295,6.076000000000001,2.41,4.06,6.679,0,7.674,0,0.183,0,0.026,1.257,0.131,0.079,0.314,0,4.164,0,0.524,0.943,2.567,2.41,-35.359,6.679,0.105,10.739,1.572
33,Spain,Member,Member,1993-06-06,33320,Spanish Socialist Workers’ Party,PSOE,Social Democratic,39.1,159,350,1.967,1.705,0,0,1.049,0.197,0.066,5.574,3.475,0,0.131,0.59,3.738,0.328,0.066,3.016,0.262,10.885,0,0,0.59,1.246,1.639,1.246,1.049,0.066,0.197,2.885,0,2.82,11.344,0.262,0.984,0.59,0,1.311,4.393,3.148,2.164,11.344,0,5.049,0,0.721,0,0.066,0.197,2.689,0.197,0.328,0,1.311,0.393,0.787,0.262,2.033,5.639,-23.213,3.148,1.18,13.508,0.262
33,Spain,Member,Member,1993-06-06,33512,Centre Democrats,CDS,Religious Democratic,1.772,0,350,3.731,0,0,0,1.493,2.239,0,0,3.731,0,0.746,1.493,7.463,0,0,2.239,0,5.97,1.493,0,0,5.224,10.448,0.746,0.746,0.746,0,3.731,0,0.746,2.239,0,0,0.746,0,0.746,3.731,0,1.493,11.94,0,3.731,0,0,0,0,0,2.985,0,0,0,0.746,0,6.716,2.985,1.493,7.463,-26.119,11.194,0.746,13.433,2.239
33,Spain,Member,Member,1993-06-06,33610,People's Party,PP,Conservative,35.04,141,350,2.684,0.913,0,0,2.04,0.054,0.054,1.127,3.704,0,0.268,1.288,6.549,0.913,0,2.254,0.429,7.998,0.161,0.644,2.576,2.093,1.557,0.805,0.215,0.054,0.483,2.362,0,4.724,11.702,0,0,3.328,0,0.751,3.221,2.684,0.913,11.165,0.268,5.69,0,0.644,0,1.503,0.054,3.274,0.054,0,0,0.483,0.215,2.899,0.6980000000000001,2.576,1.932,-8.427,2.362,5.904,12.077,0.107
33,Spain,Member,Member,1993-06-06,33611,Convergence and Union,CiU,Ethnic and Regional,4.981,17,350,2.268,0.133,0,0.033,0.5670000000000001,0.867,0.167,1.534,3.736,0,0.033,1.268,1.734,0.634,0,11.241,0,6.104,0,0.033,1.534,4.336,5.07,0.267,0.233,0.167,0,1.268,0,4.069,11.174,0,0,1.634,0,1.101,3.502,1.935,2.302,10.173,0,3.903,0,0,0,0.901,0,1.968,0.1,2.735,0,0.534,0.033,4.036,0.6,2.168,3.903,-11.474,5.337,3.169,12.475,1.034
33,Spain,Member,Member,1993-06-06,33902,Basque Nationalist Party,PNV/EAJ,Ethnic and Regional,1.245,5,350,3.725,0,0,0.044,0.665,0.754,0.133,3.947,9.002,0,0.089,1.508,1.685,0,0,11.22,0,3.149,0.044,0.754,1.774,2.927,0.887,0.754,0.399,0.177,0.665,2.749,0,4.08,10.244,0.133,0,3.991,0,1.463,4.656,2.794,1.508,4.257,0.044,2.35,0,0,2.084,0.5760000000000001,0,1.508,0.488,4.612,0,0.089,0.266,1.907,0.266,1.685,3.947,-0.31,1.774,5.765,5.765,0.887
33,Spain,Member,Member,1993-06-06,33903,Basque Solidarity,EA,Ethnic and Regional,0.552,1,350,3.765,0,0,0,0,3.765,3.059,7.294,6.118,0,0.941,2.588,4.471,0,0.235,16.941,0,2.118,0.941,0,0,0.941,1.176,0.235,0.706,0,0,4.235,0,3.059,5.882000000000001,1.412,0,1.882,0,1.882,3.529,0,2.824,4.471,0,0,0,0,0.941,0,0.235,0.235,0.235,1.882,0,0.941,0,0,0,3.529,7.529,-20.941,2.824,1.882,7.294,6.824
33,Spain,Member,Member,1993-06-06,33904,Aragonese Party,PAR,Ethnic and Regional,0.62,1,350,2.595,0.26,0,0.173,0.173,0.346,0.087,0.433,1.125,0.087,0.346,3.893,8.304,2.768,0,5.796,0,5.796,0.173,0.173,0.952,1.557,2.768,8.391,0.346,0.173,0.087,2.768,0,5.796,10.121,0.346,0.26,0.779,0,1.817,1.817,3.287,1.557,6.488,0,3.72,0,0.865,0,2.422,0,2.422,1.038,0.087,0,0.519,0,2.855,1.038,0.779,2.422,-14.879,11.505,1.73,8.045,0.433
33,Spain,Member,Member,1993-06-06,33905,Catalan Republican Left,ERC,Ethnic and Regional,0.81,1,350,3.458,0.169,0,0.169,0.253,2.278,0.337,2.446,1.434,0,0.084,1.265,2.615,0.211,0.211,20.287,0,4.766,0.253,0.337,0,2.151,2.952,0.127,0.506,0.253,0.422,1.814,0.042,2.826,7.971,0.253,0,0.211,0.042,1.898,5.272,1.645,3.121,6.453,0,1.434,0,0,3.543,0.548,0.97,0.169,0,4.471,0,2.024,0,1.94,0.59,2.657,3.121,-15.774,3.332,0.211,9.574,2.615
33,Spain,Member,Member,1993-06-06,33906,Andalusian Party,PA,Ethnic and Regional,0.412,0,350,0,1.099,0,0,0.879,0.659,0.659,2.637,5.275,0,1.099,2.637,5.275,0,0.44,8.132,0,12.088,0.659,0,0.879,2.198,4.176,2.857,1.538,0.879,0,1.978,0,6.593,4.615,0,0.659,0,0,0.44,3.516,0.879,1.758,9.011,0,3.956,0,0,0,0,0.659,2.857,0,1.099,0,1.099,0,1.978,2.198,0.879,1.758,-22.418,7.033,0.879,10.769,1.319
33,Spain,Member,Member,1993-06-06,33907,Canarian Coalition,CC,Ethnic and Regional,0.88,4,350,0.985,0,0,0.055,0,0.383,0.109,1.696,4.65,0,0.219,0.164,0.274,0,0,12.363,0,8.096,0,2.352,0.109,3.392,1.422,0.055,0,0.274,0,7.713,0,2.571,7.932,0.274,0.109,0.055,0,0.383,5.088,0.93,7.44,5.252,0,3.063,0,0.109,0,0.109,0.328,0.492,2.024,0.602,0,0.602,0,10.886,0.055,0.8210000000000001,6.565,-4.759,1.751,0.164,12.691,0.492
33,Spain,Member,Member,1996-03-03,33220,United Left,IU,Leftist,10.54,21,350,0.603,0.292,0,0.219,0,1.956,0.786,1.334,1.188,0.018,1.389,3.656,8.024000000000001,0.292,0.11,4.167,0,8.682,0.658,1.59,0.037,0.713,2.175,1.316,0.731,0.037,0.018,1.846,0.201,0.311,4.204,0.256,2.76,0.018,1.517,7.311,5.63,1.992,2.596,7.86,0,4.204,0,0,0,0.073,2.376,0.603,0.585,0.512,0,3.144,0,4.789,1.17,2.449,3.601,-26.485,3.747,0.055,10.455,2.742
33,Spain,Member,Member,1996-03-03,33320,Spanish Socialist Workers’ Party,PSOE,Social Democratic,37.633,141,350,0.765,0,0,0.057,1.162,0.397,0.34,4.647,4.165,0.227,0,0.907,3.259,0.425,0.057,1.445,0,10.825,0.5670000000000001,2.125,1.53,3.315,1.303,0.142,0,0,0.028,2.579,0.028,1.757,14.367,0.17,0.113,1.417,0,0.085,5.582,1.927,4.421,6.291,0,2.947,0,1.105,0,0.992,0.425,2.125,3.287,0.368,0.028,2.862,0.028,1.388,0.5670000000000001,1.247,6.206,-4.109,1.615,2.947,10.711,0.737
33,Spain,Member,Member,1996-03-03,33610,People's Party,PP,Conservative,38.792,156,350,1.252,0,0,0.221,3.352,0.147,0.221,3.536,7.256,0.221,0,1.289,2.136,1.289,0.037,2.136,0.074,15.359,0.921,2.726,1.694,5.046,1.326,0.037,0,0.074,0,2.284,0,0.626,11.197,0.147,0.037,2.468,0,0.037,2.836,2.394,2.615,4.273,0.037,3.204,0,1.547,0,1.252,0.11,2.91,2.394,0.258,0.037,0.773,0,3.315,0.552,0.847,3.499,9.871,1.51,4.162,6.888,0.368
33,Spain,Member,Member,1996-03-03,33611,Convergence and Union,CiU,Ethnic and Regional,4.598,16,350,0.918,0,0,0.031,0.367,0.459,0.031,2.295,4.927,0.061,0.153,0.153,0.949,0.122,0,13.525,0,12.546,0.581,0.887,1.285,7.222,3.519,0.245,0,0.031,0,2.356,0.031,2.264,7.222,0.092,0.061,1.775,0,0.092,5.324,0.643,1.469,5.171,0.367,2.54,0,0.031,0,2.02,0.061,2.081,2.02,2.907,0,1.867,0,2.815,0.612,1.591,4.284,1.04,3.856,3.06,6.640000000000001,0.49
33,Spain,Member,Member,1996-03-03,33902,Basque Nationalist Party,PNV/EAJ,Ethnic and Regional,1.273,5,350,0,0,0,0,0.93,0.709,1.86,4.34,8.946,0,2.702,2.037,1.196,0.044,0.487,16.43,0,2.436,0.089,0.399,0.221,0.354,2.834,0,0.177,0,0.044,0.62,0,5.6240000000000014,10.009,0,0.044,4.916,0,0.664,5.182,3.277,0.487,6.067,0.221,0.487,0,0,0,0,0,0,0.886,3.809,0,1.063,0,5.846,0,1.506,3.056,-8.547,2.834,5.137,6.554,2.569
33,Spain,Member,Member,1996-03-03,33903,Basque Solidarity,EA,Ethnic and Regional,0.463,1,350,2,0,0.03,0,0.41,3.05,1.97,6.350000000000001,4.51,0,1.96,4.01,3.86,0,0,8.950000000000001,0,2.73,0.2,2.89,0.36,2.02,2.04,0.26,1.16,1.41,0.03,2.43,0,2.17,6.18,0.12,0,1.69,0,0.52,8.63,0.24,5.9,6.7,0,1.32,0,0,3.17,0,0.1,1.02,0.28,1.49,0,0.9,0,1.51,0.14,1.38,3.9,-15.27,2.42,2.05,12.6,5.05
33,Spain,Member,Member,1996-03-03,33905,Catalan Republican Left,ERC,Ethnic and Regional,0.669,1,350,2.46,0.42,0.07,0.15,0.13,1.77,0.24,1.82,0.85,0,0.04,0.87,2.6,0.14,0.24,23.78,0,3.78,0.16,2.13,0,1.57,2.61,0.06,0.29,0.13,0.21,1.9,0.02,2.18,7.11,0.13,0,0.11,0.02,1.15,5.3,1.39,3.36,6.42,0,3.21,0,0,2.44,0.31,1.02,0.52,0,6.890000000000001,0.03,1.15,0,1.47,0.86,2.73,3.79,-14.3,2.8,0.11,9.78,2.08
33,Spain,Member,Member,1996-03-03,33907,Canarian Coalition,CC,Ethnic and Regional,0.88,4,350,0.99,0,0,0.055,0,0.385,0.11,1.705,4.62,0,0.22,0.165,0.275,0,0,12.431,0,8.031,0,2.365,0.11,3.19,1.43,0.055,0,0.275,0,7.756,0,2.42,7.866000000000001,0.33,0.055,0.055,0,0.495,5.006,0.935,7.536,5.336,0,3.08,0,0.11,0,0.11,0.33,0.495,2.035,0.55,0,0.66,0,11.001,0.055,0.77,6.601,-5.116000000000001,1.815,0.165,12.871,0.495
33,Spain,Member,Member,1996-03-03,33908,Galician Nationalist Bloc,BNG,Ethnic and Regional,0.88,2,350,0.885,0,0,1.377,0,1.082,1.278,1.18,0.6880000000000001,0.098,4.818000000000001,0.6880000000000001,0.6880000000000001,0,0.492,13.668,0,0.295,0.098,5.506,0,0.098,1.672,0.6880000000000001,0,0.59,0,0.492,0.295,3.245,6.981,0,0.492,0.197,0.295,0,4.13,1.672,0.983,6.391,0,0.393,0,0,0,0,0.787,0.393,0,13.373,0,0.885,0,20.256,0.6880000000000001,0.098,2.065,-9.833,2.36,0.197,7.375,2.36
33,Spain,Member,Member,2000-03-12,33220,United Left,IU,Leftist,5.449,8,350,0.785,0.108,0,0.246,0,2.326,0.477,1.17,0.724,0,2.541,3.234,6.607,0.755,0.293,8.409,0.077,4.559,1.402,0.77,0.031,0.462,2.618,1.402,0.277,0.046,0,2.942,0.169,0.431,5.544,1.586,3.742,0,2.172,6.576000000000001,6.992,2.664,4.805,7.393,0,2.895,0,0,0,0,1.648,0.462,0.601,0.554,0,3.019,0,2.387,0.354,1.956,1.787,-27.214,5.606,0.031,12.198,2.803
33,Spain,Member,Member,2000-03-12,33320,Spanish Socialist Workers’ Party,PSOE,Social Democratic,34.16,125,350,0.7020000000000001,1.092,0,0,0.312,0.7020000000000001,1.716,1.95,2.496,0,0,1.95,5.382,0.858,0,2.652,0,7.722,0.156,4.602,0,2.262,5.148,0.468,0.234,0,0,1.248,0.468,1.17,9.75,0,0.312,0.936,0,0.78,3.198,2.028,5.07,10.92,0,3.978,0,0.078,0,0.156,1.014,3.198,0.546,0.858,0,3.978,0,2.106,0.858,1.248,5.694,-19.657,5.616000000000001,0.936,15.991,2.418
33,Spain,Member,Member,2000-03-12,33610,People's Party,PP,Conservative,44.524,183,350,0.677,1.218,0,0,1.692,0.237,0.338,1.252,2.91,0.102,0,0.778,1.591,1.658,0,1.692,0.541,9.78,0.643,4.535,0.846,3.79,2.944,0.034,0.406,0,0,0.5750000000000001,0,1.591,15.905,0,0,2.944,0,0.203,4.738,4.162,2.572,4.467000000000001,0.677,7.174,0,0.203,0,1.827,0.034,3.926,1.083,0.102,0,2.335,0.034,1.523,1.895,1.861,2.504,3.587,2.978,3.79,7.039000000000001,0.5750000000000001
33,Spain,Member,Member,2000-03-12,33611,Convergence and Union,CiU,Ethnic and Regional,4.186,15,350,1.443,0.074,0,0,0.444,0.592,0.518,1.85,3.812,0,0,0.37,0.999,0.7030000000000001,1.221,16.765,0,3.775,0.037,2.591,0.185,5.699,2.332,0.444,0.851,0.148,0,2.665,1.739,1.665,9.067,0,0,1.517,0,0.111,3.183,1.962,2.184,4.182,0.296,3.627,0,0,0,0.259,0.148,3.59,1.999,3.22,0,3.405,0,3.516,1.184,0.7030000000000001,4.922,-0.444,2.776,1.702,6.366000000000001,1.11
33,Spain,Member,Member,2000-03-12,33902,Basque Nationalist Party,PNV/EAJ,Ethnic and Regional,1.527,7,350,0.762,0,0,0,0,0,2.466,0.493,7.668,0,0.404,1.076,0.359,0,1.704,13.857,0,6.592000000000001,0,0.09,0,0.852,3.318,0,0,0,0.269,1.166,0,6.726,11.435,0.404,0,1.211,0,2.197,6.592000000000001,3.498,0.807,4.439,0,3.677,0,0.045,0,0,0,0,0.942,7.22,0,0.807,0,5.336,0.942,1.121,1.525,-11.48,3.722,1.211,5.247,2.466
33,Spain,Member,Member,2000-03-12,33903,Basque Solidarity,EA,Ethnic and Regional,0.435,1,350,2,0,0.03,0,0.41,3.05,1.97,6.350000000000001,4.51,0,1.96,4.01,3.86,0,0,8.950000000000001,0,2.73,0.2,2.89,0.36,2.02,2.04,0.26,1.16,1.41,0.03,2.43,0,2.17,6.18,0.12,0,1.69,0,0.52,8.63,0.24,5.9,6.7,0,1.32,0,0,3.17,0,0.1,1.02,0.28,1.49,0,0.9,0,1.51,0.14,1.38,3.9,-15.27,2.42,2.05,12.6,5.05
33,Spain,Member,Member,2000-03-12,33904,Aragonese Party,PAR,Ethnic and Regional,0.33,1,350,2.595,0.26,0,0.173,0.173,0.346,0.087,0.433,1.125,0.087,0.346,3.893,8.304,2.768,0,5.796,0,5.796,0.173,0.173,0.952,1.557,2.768,8.391,0.346,0.173,0.087,2.768,0,5.796,10.121,0.346,0.26,0.779,0,1.817,1.817,3.287,1.557,6.488,0,3.72,0,0.865,0,2.422,0,2.422,1.038,0.087,0,0.519,0,2.855,1.038,0.779,2.422,-14.879,11.505,1.73,8.045,0.433
